Date,Temperature,Humidity,NO2,SO2,PM2.5
19/08/2022,26,62,3.96,12.95,15
20/08/2022,27.66,50.33,3.91,13.07,15.76
21/08/2022,27.66,50.33,3.91,13.07,15.76
22/08/2022,34,52,4.18,13.2,20.6
23/08/2022,35.33,41,4.37,13.4,26.14
24/08/2022,36.33,34.66,4.46,13.92,29.53
25/08/2022,36.7,40.7,4.65,18.37,34.1
26/08/2022,36,43,4.43,17.81,39.4
27/08/2022,33.7,58.7,4.2,16.43,34.66
28/08/2022,8,69,19.2,21.3,112.45
29/08/2022,8.5,63,23.6,19.45,72.6
30/08/2022,10.7,67,21.35,19.81,80.41
31/08/2022,9.7,90,7.89,18.34,43.31
01/09/2022,9,89.33,7.61,20.37,35.8
02/09/2022,,91.7,7.72,19.66,57.83
03/09/2022,,90.1,7.45,18.83,44.67
04/09/2022,8.33,77.4,8.2,18.42,21
05/09/2022,8.6,74.33,9.41,18.7,35.41
06/09/2022,8,55.33,9.23,19.19,51.2
07/09/2022,8.7,47,10.25,18.46,58.75
08/09/2022,8.3,44.33,11.57,20.12,93.65
09/09/2022,8.7,43,11.32,21.31,104.21
10/09/2022,8.5,44,12.22,20.34,108.42
11/09/2022,8.33,73,10.82,19.39,130.3
12/09/2022,8,74.33,11.24,19.19,131.09
13/09/2022,8.8,78,9.25,19.77,145.76
14/09/2022,8.7,80.33,9.14,20.22,120.06
15/09/2022,8,83,8.09,19.78,81.17
16/09/2022,8.7,87,8.82,19.72,108.06
17/09/2022,8.3,90,8.41,19.61,60.8
18/09/2022,8,93,8.03,18.7,20.9
19/09/2022,7.7,89.33,8.5,19.31,25.12
20/09/2022,7,87.33,7.99,18.58,39.13
21/09/2022,7.33,82.66,8.26,17.91,46.59
22/09/2022,7.7,72.33,8.18,18.31,53.44
23/09/2022,8.33,60.33,7.96,18.39,65.31
24/09/2022,8,45,8.66,18.81,80.34
25/09/2022,8.5,52.9,9.42,19.04,125.73
26/09/2022,8.7,55.7,9.69,19.3,90.96
27/09/2022,9,63.7,10.4,20.17,102.7
28/09/2022,26.7,30,11.6,25.6,36.8
29/09/2022,27,31.6,14.8,22.47,26.88
30/09/2022,27.33,29.66,10.94,20.33,25.44
01/10/2022,27.33,28.66,11.3,23.75,33.24
02/10/2022,27,29.66,10.9,23.03,28.6
03/10/2022,27.33,28,11.54,23.8,27.43
04/10/2022,28,28,12.83,23.27,28.55
05/10/2022,27.6,30,10.4,20.6,32.7
06/10/2022,27,29,9.1,20.21,31.4
07/10/2022,28.33,26.7,11.88,24.16,31.5
08/10/2022,28.33,27,9.923,22.87,30.32
09/10/2022,27.33,41.33,9.78,22.97,33.67
10/10/2022,27.66,44.33,9.78,22.9,28.7
11/10/2022,28,37,9.71,21.38,18.61
12/10/2022,27.66,31.33,9.04,20.53,17.31
13/10/2022,28,32.5,9.2,20.4,19.3
14/10/2022,29,34.33,9.48,19.7,24.36
15/10/2022,28.33,41,9.2,22.12,31.03
16/10/2022,28.33,48,8.53,21.53,24.6
17/10/2022,28,46.33,8.21,19.81,20.94
18/10/2022,27.33,46,9.7,19.64,13.2
19/10/2022,27,47.66,8.64,18.16,16.78
20/10/2022,27.5,43,7.22,18.64,21.2
21/10/2022,27.66,45.7,6.85,18.8,12.6
22/10/2022,28.66,37.33,6.57,21.55,12.73
23/10/2022,29.66,35,6.57,20.46,17.63
24/10/2022,30.7,34.33,6.04,18.6,16.6
25/10/2022,31.66,37.33,6.53,19.16,27.13
26/10/2022,32.7,35.33,5.7,18.8,15.18
27/10/2022,28,38.6,6.22,19.53,16.4
28/10/2022,28.33,80,3.24,8.85,4.66
29/10/2022,29,73,3.15,8.8,14.33
30/10/2022,30,64.33,3.56,10.3,21
31/10/2022,31,69.33,3.47,11,21
01/11/2022,30,82,3.8,12.6,27
02/11/2022,30.3,73,3.6,12.51,25.1
03/11/2022,31,63,3.5,11.8,21
04/11/2022,30.5,58,4.2,13.4,28
05/11/2022,31.33,61,3.96,12.02,24.03
06/11/2022,32.33,62.66,3.92,12.78,23.6
07/11/2022,28.33,79.33,3.96,11.81,16
08/11/2022,28,65,3.61,12.3,19.6
09/11/2022,25.5,68,3.24,12.8,24.7
10/11/2022,28,80,3.8,12.27,22.6
11/11/2022,27.33,79.66,3.7,12.17,14.23
12/11/2022,27.66,82,3.42,12.06,17.6
13/11/2022,27,82.33,3.5,11.6,17.5
14/11/2022,29.3,79.5,3.7,11.77,20.17
15/11/2022,30,80.3,3.1,11.4,21.2
16/11/2022,30.5,76.2,3.02,11.54,22.7
17/11/2022,28,82.17,3.2,10.13,18.17
18/11/2022,22,74.67,4,10.77,20.67
19/11/2022,28.13,75.67,3.9,10.73,21.07
20/11/2022,27.1,77,3.6,9.83,18.7
21/11/2022,26.1,78,3.37,8.67,16.27
22/11/2022,27,74,3.27,10.6,18.9
23/11/2022,29,72,3.21,10.81,21.6
24/11/2022,28.07,70.73,3.3,7.83,16.1
25/11/2022,28.53,71.07,4.6,9.13,19.33
26/11/2022,30,66.67,5.2,9.5,20.27
27/11/2022,30.42,63.33,5.9,10.1,22
28/11/2022,30.66,43,7.6,18.4,21.3
29/11/2022,30,40,6.35,16.8,17
30/11/2022,29.3,38,6.2,17.2,18.4
01/12/2022,27.1,36.9,4,15.83,12.13
02/12/2022,28.4,37.87,5.3,17.07,16.13
03/12/2022,28,28,12.83,23.27,28.55
04/12/2022,33,32.7,5.87,17.45,16.27
05/12/2022,32,41,5.29,15.5,19.66
06/12/2022,34.33,31.33,5.24,14.13,15.7
07/12/2022,35.33,29,5.86,15.54,33.73
08/12/2022,36,29,6.12,15.81,25.33
09/12/2022,36.7,25.33,5.69,16.04,24.2
10/12/2022,37,22,5.53,16.33,27
11/12/2022,37,30.7,5.74,17.79,17.2
12/12/2022,35.66,30.33,6.11,19.14,29.46
13/12/2022,34.7,34.33,6.06,18.71,28.06
14/12/2022,34.33,35.33,5.97,20.16,25
15/12/2022,34.33,36,5.5,19.8,28.83
16/12/2022,34,33.33,5.83,18.7,19.96
17/12/2022,35,21,5.44,18.83,23
18/12/2022,30.66,41.7,5.37,16.96,12.23
19/12/2022,29.33,46,5.44,14.97,12.23
20/12/2022,30,46,5.3,14.33,12.25
21/12/2022,32,35,5.54,17,22.25
22/12/2022,31.7,33.33,6.43,22.05,39.33
23/12/2022,31.33,46,5.37,20.23,28.33
24/12/2022,31,47,5.4,20.4,25
25/12/2022,34.66,38,5.39,19.6,24.33
26/12/2022,34.33,38.77,5.07,19.6,21.66
27/12/2022,33.33,39.7,4.42,18.43,26.63
28/12/2022,30.83,62.67,5.9,9.23,20.67
29/12/2022,30.5,65,4.1,10.6,19.6
30/12/2022,30,67,3.67,11.2,18.6
01/01/2023,11.66,44,14.9,48.7,63.1
02/01/2023,11.66,40,15.22,49.5,65
03/01/2023,12,37.6,16.8,52.6,112
04/01/2023,12.66,35.2,15.3,53.6,74
05/01/2023,13,33.66,15.9,58.23,71.64
06/01/2023,14,36,16.4,56.4,85
07/01/2023,14.33,38,17.33,54.3,102.3
08/01/2023,14.66,43.6,16.8,52.1,97.5
09/01/2023,15.33,49.33,13.63,34.1,62.7
10/01/2023,13,66,12.8,41.3,70.4
11/01/2023,10.66,78,11.9,33.4,42
12/01/2023,10.33,72,12.4,33.5,43
13/01/2023,10,64,13.8,34.6,59.6
14/01/2023,9.33,60,13.64,33.7,57.2
15/01/2023,8,46,12.7,31.4,46.7
16/01/2023,8.33,41,14.73,33.2,50.53
17/01/2023,8.7,41,13.04,31.7,45.5
18/01/2023,8.7,40,14.3,35.6,72
19/01/2023,9,44.7,11.56,31.4,44
20/01/2023,9,50,11.2,30.1,40
21/01/2023,9,66,10.6,28.6,28.1
22/01/2023,8.7,60,10.91,31.6,51.4
23/01/2023,8.7,58,12.3,35.3,75
24/01/2023,8.33,55,14.6,37.68,90
25/01/2023,8.33,53.5,13.2,35.4,82
26/01/2023,8.6,50,13.6,33.7,72
27/01/2023,9,49,14.7,34.5,84
28/01/2023,9.6,67,13.8,30.9,62
29/01/2023,10,61,11.2,26.8,35
30/01/2023,10.33,57.7,8.9,20.13,23
31/01/2023,10.7,56,10.34,24.67,42.7
01/02/2023,12,42,9.88,23.7,43.7
02/02/2023,13.33,44.33,10.9,24.83,48.33
03/02/2023,13,46,12.6,29.4,70.3
04/02/2023,14,60,9.74,23.6,41.8
05/02/2023,14,60,10.2,24.11,43.9
06/02/2023,12.7,56.7,8.62,22.53,16.56
07/02/2023,13.33,47.7,7.77,18.2,19.4
08/02/2023,12,52,7.58,17.1,27
09/02/2023,10.33,59.33,7.04,15.83,17.4
10/02/2023,10.66,67,7.3,23.1,32
11/02/2023,10.66,70,7.2,22.8,22.1
12/02/2023,11,32,7.16,22.6,19.33
13/02/2023,11.66,34,6.9,20.5,21.5
14/02/2023,13,34.33,7.16,27.4,43.7
15/02/2023,13,42,7.33,21.2,28.9
16/02/2023,13.33,43,8.1,28.1,70
17/02/2023,13.66,39,8.6,28.3,73.8
18/02/2023,14.33,40,7.6,27.75,66.8
19/02/2023,14.33,63,6.73,27.3,60
20/02/2023,15,54,6.88,25.9,71
21/02/2023,15.7,43.33,6.7,19.2,20.66
22/02/2023,15.33,46,6.2,20.1,18
23/02/2023,15,47,6.5,21.46,22.7
24/02/2023,15.66,51,5.8,23.8,41.33
25/02/2023,15.66,56,5.6,21.9,26
26/02/2023,16,49.33,5.43,19.96,18.33
27/02/2023,15,51,5.22,19.51,23
28/02/2023,14.66,55.7,5.14,19.2,21
01/03/2023,16,63,4.7,20.7,23
02/03/2023,15,59.77,5.36,20.4,22
03/03/2023,16,47,5.41,22.9,29
04/03/2023,16.33,42,4.8,21.8,24
05/03/2023,16.66,41,4.3,19,18
06/03/2023,17,37,5.03,18.56,18.6
07/03/2023,17.33,32.33,5,18.23,18.83
08/03/2023,18.33,32.33,4.78,17.7,17.71
09/03/2023,18.33,38,5.1,23.9,33.4
10/03/2023,18,36,5.04,24.5,31.5
11/03/2023,18.33,39,5.3,24.7,33.6
12/03/2023,19,41,4.86,22.26,41.2
13/03/2023,19.33,39.4,4.81,20.9,24.1
14/03/2023,19.66,38.33,4.9,21.23,20.6
15/03/2023,19,43,4.6,23.9,27
16/03/2023,18.33,67,4.3,18.6,11
17/03/2023,18.66,63,4.5,21.8,28.4
18/03/2023,18,70,4.21,20.9,20.5
19/03/2023,18.66,54,5.3,21.3,27.9
20/03/2023,18.66,58.66,5.11,21.3,26
21/03/2023,19,70,4.17,18.6,23.8
22/03/2023,19.33,65,4.3,19.3,27.3
23/03/2023,20,68.33,4.21,18.23,13.76
24/03/2023,19,73,4.33,19.8,23.4
25/03/2023,18,83,3.75,13.7,12.7
26/03/2023,17,79.33,3.68,13.5,9.86
27/03/2023,18,63,3.81,16.9,19.7
28/03/2023,18.33,64,3.82,17.11,22
29/03/2023,17.33,53.33,4.15,16.56,27.33
30/03/2023,16,81,3.8,15.33,18.9
31/03/2023,17.66,60.6,12.1,14.7,16.8
31/03/2023,16.33,83,3.42,13.5,8.3
